التاريخ,المسلسل,رقم الإذن,رقم الشيك,البيان,حساب مدين,حساب دائن,المبلغ,مرحّل
2022-09-30,2109,,,سداد التامينات الاجتماعية,التأمينات الاجتماعية,بنك مصر,117607.72,
2022-09-30,2110,,,اللجنة المهنية - بالقاهرة الكبرى,بنك مصر,إيرادات من اللجان المهنية,500000,
2022-10-01,2111,تسوية,,عاطف ابازيد مرسى ( تسوية عهدة انعقاد الجمعية العمومية ),بنك مصر,,9986,
2022-10-01,2111,تسوية,,عاطف ابازيد مرسى ( تسوية عهدة انعقاد الجمعية العمومية ),مصاريف اجتماعات,,10014,
2022-10-01,2111,تسوية,,عاطف ابازيد مرسى ( تسوية عهدة انعقاد الجمعية العمومية ),,مدينون متنوعون,20000,
2022-10-01,2112,69979520,,سيدة ذكى محمد ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,200,
2022-10-01,2113,,,تحويل اليكترونى التأمينات الاجتماعية للمنشأة رقم 19431 ),بنكية,,317.02,
2022-10-01,2113,,,تحويل اليكترونى التأمينات الاجتماعية للمنشأة رقم 19431 ),التأمينات الاجتماعية,,85447.64,
2022-10-01,2113,,,تحويل اليكترونى التأمينات الاجتماعية للمنشأة رقم 19431 ),,بنك مصر,85764.66,
2022-10-01,2114,69979521,,نجية محمد يحيى ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,450,
2022-10-01,2115,69979522,,نبوية عاشور محمود ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2116,69979524,,هانم فؤاد حنفى ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,400,
2022-10-01,2117,69979526,,سعدية  احمد محمد ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2118,69979527,,ماجدة عبد الله عبدالله اللطيف ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,200,
2022-10-01,2119,69979528,,نعيمة مصطفى محمد على ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,150,
2022-10-01,2120,69979529,,سحر رمضان عبد المجيد عبد الوهاب ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2121,69979530,,رجاء  عبد الفتاح  محمد ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,450,
2022-10-01,2122,69979531,,ياسمين عبد المجيد اسماعيل ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2123,69979532,,فاطمة ابراهيم السيد ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2124,69979535,,فاطمة حنفى على ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2125,69979536,,صلاح محمد عبد المقصود ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,75,
2022-10-01,2126,69979537,,السيد فرغلى السيد ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,300,
2022-10-01,2127,69979539,,شحات سلطان حسن  ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,100,
2022-10-01,2128,69979540,,عادل محمد الطاهر ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,75,
2022-10-01,2129,69979541,,رحمة عبد الرحيم عبد العال ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,450,
2022-10-01,2130,69979542,,عبد الغفار احمد مصطفى  ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,75,
2022-10-01,2131,69979544,,طه رمضان حجازى ( مصروفات مكتب الجيزة سبتمبر 2022 ),مكاتب شئون العضوية,بنك مصر,824,
2022-10-01,2132,69979545,,جميل عبد الهادى ابو سعده ( مصروفات مكتب منوف سبتمبر 2022 ),مكاتب شئون العضوية,بنك مصر,750,
2022-10-01,2133,69979546,,كريم ابراهيم عبد الحميد ( استعاضة عهدة مستلزمات طبية ),مستلزمات طبية ( كورونا ),,5800,
2022-10-01,2133,69979546,,كريم ابراهيم عبد الحميد ( استعاضة عهدة مستلزمات طبية ),,بنك مصر,5744,
2022-10-01,2133,69979546,,كريم ابراهيم عبد الحميد ( استعاضة عهدة مستلزمات طبية ),,ضرائب الخصم والاضافة,56,
2022-10-01,2134,69979547,,محمد محمد حسن ( مرور لجان),مكاتب شئون العضوية,بنك مصر,1420,
2022-10-02,2135,69979549,,مسعد صالح محمد جاد ( مصروفات مكتب المنصورة2 + بدل سفر واتقال ومكافأه ),مكاتب شئون العضوية,بنك مصر,9590,
2022-10-01,2136,69979550,,مسعد صالح محمد جاد (مساهمة المولد النبوى الشريف لعدد 150 عضو ),مكاتب شئون العضوية,بنك مصر,7500,
2022-10-01,2137,69979551,,حسين ثابت حسن ( مصروفات مكتب اسيوط  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,1575.5,
2022-10-01,2138,69979552,,حسين ثابت حسن ( بدل انتقال مكاتب اسيوط),مكاتب شئون العضوية,بنك مصر,4000,
2022-10-01,2139,69979553,,حسين ثابت حسن ( بدل سفر وانتقال من اسيوط الى القاهرة ),مكاتب شئون العضوية,بنك مصر,1050,
2022-10-01,2140,69979554,,حسين ثابت حسن (رسوم نظافة المجلس المحلى اسيوط ),مكاتب شئون العضوية,بنك مصر,1000,
2022-10-01,2141,69979555,,نجوى ابراهيم عبده ( مصروفات مكتب دسوق  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,3987,
2022-10-01,2142,69979556,,نجوى ابراهيم عبده ( مساهمة المولد النبوى الشريف لعدد 100 عضو),مكاتب شئون العضوية,بنك مصر,7500,
2022-10-01,2143,69979557,,محمد مصطفى رمضان ( مصروفات مكتب دمنهور  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,4750,
2022-10-01,2144,69979558,,محمد مصطفى رمضان (  مساهمة المولد النبوى الشريف لعدد 50 عضو),مكاتب شئون العضوية,بنك مصر,5000,
2022-10-01,2145,69979559,,ماضى تمام عبد العزيز ( مصروفات مكتب فرشوط  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,3936,
2022-10-01,2146,69979560,,حامد طلبة السيد  ( مصروفات مكتب السنبلاوين  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,2147,
2022-10-01,2147,69979561,,يسرى ابراهيم محمود ( مصروفات مكتب منية النصر سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,3950,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),السيارة,,4744,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),مرتبات ومكافأة شاملة,,1000,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),مدينون متنوعون,,100,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),,بنك مصر,2744,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),,مدينون متنوعون,3000,
2022-10-01,2148,69979562,,جوزيف فؤاد ايوب ( تسوية عهدة وفد الاتحاد العام ),,ضريبة كسب العمل,100,
2022-10-01,2149,69979563,,عبد الحميد حسن عبد العزيز ( مصروفات مكتب بورسعيد اغسطس + سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,9655,
2022-10-01,2150,69979564,,احمد محمد مصطفى ( مصروفات مكاتب الفيوم سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,12200,
2022-10-01,2151,69979565,,محمد عبد الله أحمد ( منحة مولد النبوى الشريف للعاملين ),مرتبات ومكافأة شاملة,,64719.55,
2022-10-01,2151,69979565,,محمد عبد الله أحمد ( منحة مولد النبوى الشريف للعاملين ),,بنك مصر,51980.94,
2022-10-01,2151,69979565,,محمد عبد الله أحمد ( منحة مولد النبوى الشريف للعاملين ),,ضريبة كسب العمل,6471.96,
2022-10-01,2151,69979565,,محمد عبد الله أحمد ( منحة مولد النبوى الشريف للعاملين ),,التأمينات الاجتماعية,6266.65,
2022-10-01,2152,4597,,على على ابراهيم ( جهود + سهر مصيف جمصة ),مرتبات ومكافأة شاملة,بنك العمال 1,600,
2022-10-01,2153,69979566,,طارق بدوى محمود  ( مصروفات مكتب المنزلة سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,1770,
2022-10-01,2154,69979567,,منصور عبد اللطيف عبد الله  ( مصروفات مكتب كفر صقر سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,1400,
2022-10-01,2155,69979568,,حامد طلبة السيد  ( مكافأه شهر سبتمبر + مأمورية مكتب السنبلاوين ),مكاتب شئون العضوية,بنك مصر,2750,
2022-10-01,2156,69979569,,ايمن احمد مصطفى سلام مصطفى ( مصروفات  مكتب شربين + دنجواى ),مكاتب شئون العضوية,بنك مصر,7008.5,
2022-10-01,2157,69979570,,ايمن احمد مصطفى سلام مصطفى ( منحة المولد اعدد ( 2 ) موظفين ),مرتبات ومكافأة شاملة,بنك مصر,1000,
2022-10-01,2158,69979571,,ايمن احمد مصطفى سلام مصطفى ( بدل سفر وانتقال ),مكاتب شئون العضوية,بنك مصر,400,
2022-10-01,2159,69979572,,عدلى احمد عبد العال ( مصروفات مكتب نجع حمادى + قنا ),مكاتب شئون العضوية,بنك مصر,8638,
2022-10-01,2160,69979573,,احمد نعمان محمد  محمد ( مصروفات مكتب المنصورة1 ),مكاتب شئون العضوية,بنك مصر,1039,
2022-10-01,2161,69979574,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),ضيافة وبوفيه,,2514,
2022-10-01,2161,69979574,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),مطبوعات وادوات كتابية,,2468.5,
2022-10-01,2161,69979574,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),,بنك مصر,4982.5,
2022-10-01,2162,69979575,,حنان عاطف محمود ( استعاضة الادوية ),علاج ومستلزمات طبية,بنك مصر,2468.5,
2022-10-01,2163,69979576,,عبد الصبور حسين عبد العال  ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,300,
2022-10-01,2164,69979577,,كوثر احمد عبده ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2165,69979578,,بسيونى عبد المطلب على  ( اعانة سبتمبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2166,69979579,,جابر حنفى محمود ( بدل لجان ثلاثية ),لجان ثلاثية,بنك مصر,350,
2022-10-01,2167,69979580,,الشاذلى على محمد الشاذلى ( مصروفات مكتب السادات ),مكاتب شئون العضوية,بنك مصر,2455,
2022-10-01,2168,69979581,,اسماء  عبد المنعم فراج ( مصروفات مكتب المنيا  سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,1050.5,
2022-10-01,2169,69979582,,عبد الرحمن حمدى سيد كامل ( منحة المولد النبوى الشريف ),مرتبات ومكافأة شاملة,بنك مصر,300,
2022-10-01,2170,69979583,,محمد عبد الله أحمد ( عهدة للسفر الى مرسى مطروح ),مدينون متنوعون,بنك مصر,5000,
2022-10-01,2171,69979584,,كريم ابراهيم عبد الحميد (  عهدة شراء ادوات كتابية لمكتب السكرتارية ),مدينون متنوعون,بنك مصر,20000,
2022-10-01,2172,69979585,,هانى عبد الفتاح محمد عبد المللك محمد ( عهدة لمياة وكهرباء عمارة المعادى ),مدينون متنوعون,بنك مصر,7000,
2022-10-01,2173,تسوية,,تسوية عهدة محمد عبد الله السفر الى مرسى مطروح ),مصروفات مصيف مطروح,مدينون متنوعون,5000,
2022-10-01,2174,69979586,,هانى عبد الفتاح محمد عبد المللك محمد ( استعاضة عمارة المعادى ),عمارة المعادى,بنك مصر,1847,
2022-10-01,2175,69979587,,طارق سيد على خلاف على خلاف  ( استعاضة  السيارة التوسان),السيارة,بنك مصر,3818,
2022-10-01,2176,69979588,,احمد محمد احمد مقدونه (  مصروفات مكتب طنطا يوليو+اغسطس+ سبتمبر 2022),مكاتب شئون العضوية,بنك مصر,3458,
2022-10-01,2177,69979589,,عصام ابو بكر حجاج ( بدل العمل ايام الاجازات الرسمية ),مرتبات ومكافأة شاملة,بنك مصر,6425,
2022-10-01,2178,تسوية,,تسوية عهدة كريم عبد الحميد شيك رقم ( 69989584 ),بنك مصر,,2000,
2022-10-01,2178,تسوية,,تسوية عهدة كريم عبد الحميد شيك رقم ( 69989584 ),مطبوعات وادوات كتابية,,18150,
2022-10-01,2178,تسوية,,تسوية عهدة كريم عبد الحميد شيك رقم ( 69989584 ),,مدينون متنوعون,20000,
2022-10-01,2178,تسوية,,تسوية عهدة كريم عبد الحميد شيك رقم ( 69989584 ),,ضريبة كسب العمل,150,
2022-10-01,2179,69979590,,محمد محمد حسن ( مرور لجان),بدل سفر وانتقال,بنك مصر,2100,
2022-10-01,2180,69979591,,محمد محمد حسن ( بدل سفر وانتقال من الاسكندرية الى القاهرة),بدل سفر وانتقال,بنك مصر,1350,
2022-10-01,2181,69979592,,محمد محمد حسن ( استعاضة مجمع الاسكندرية),مجمع لجان الإسكندرية,بنك مصر,482,
2022-10-01,2182,69979593,,ايمن عبد العزيز عبد الله ( استعاضة الشئون القنونية ),مصاريف محاماة,بنك مصر,4975,
2022-10-01,2183,69979594,,ايمن عبد العزيز عبد الله ( استعاضة الشئون القنونية ),مصاريف محاماة,بنك مصر,4925,
2022-10-01,2184,69979595,,كريم ابراهيم عبد الحميد (  استعاضة عهدة مستلزمات مكتب رئيس مجلس الإدارة),مستلزمات مكتب رئيس مجلس الإدارة,,4818,
2022-10-01,2184,69979595,,كريم ابراهيم عبد الحميد (  استعاضة عهدة مستلزمات مكتب رئيس مجلس الإدارة),,بنك مصر,4790.5,
2022-10-01,2184,69979595,,كريم ابراهيم عبد الحميد (  استعاضة عهدة مستلزمات مكتب رئيس مجلس الإدارة),,ضرائب الخصم والاضافة,27.5,
2022-10-01,2185,69979596,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),مصروفات إدارية المقر الرئيسى,بنك مصر,4912,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),بدلات أعضاء مجلس الادارة,,14320,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),مرتبات ومكافأة شاملة,,243758.08,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,بنك العمال 1,141341.48,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,الاتحاد العام,533.88,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,سلف العاملين,29640,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,تأمين تكافلى,5965,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,ضريبة كسب العمل,5993.5,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,أقساط النفقة,180,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,أقساط قروض بنك التنمية لبعض العاملين,15810.47,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,التأمينات الاجتماعية,53071.24,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,خصم كورونا,1658.03,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,خصم جزاءات,207.65,
2022-10-01,2186,4598,,عصام ابو بكر حجاج ( مرتبات أكتوبر 2022 ),,تامينات عاملين مستقطعه وتسدد لمكاتب تامينات بالمحافظات,3676.83,
2022-10-01,2187,4599,,حسام الدين فؤاد فرغلى ( مكافاه  المستشار المالى الشهرية),مرتبات ومكافأة شاملة,,5500,
2022-10-01,2187,4599,,حسام الدين فؤاد فرغلى ( مكافاه  المستشار المالى الشهرية),,بنك العمال 1,5000,
2022-10-01,2187,4599,,حسام الدين فؤاد فرغلى ( مكافاه  المستشار المالى الشهرية),,ضريبة كسب العمل,500,
2022-10-01,2188,69979597,,ايمن عبد العزيز عبد الله  ( مكافأه مستشار الشئون القانونية  الشهرية ),مرتبات ومكافأة شاملة,,2500,
2022-10-01,2188,69979597,,ايمن عبد العزيز عبد الله  ( مكافأه مستشار الشئون القانونية  الشهرية ),,بنك مصر,2250,
2022-10-01,2188,69979597,,ايمن عبد العزيز عبد الله  ( مكافأه مستشار الشئون القانونية  الشهرية ),,ضريبة كسب العمل,250,
2022-10-01,2189,69979598,,محمد بهاء الدين محمد ( مكافأه المستشار العمالى الشهرية ),مرتبات ومكافأة شاملة,,1200,
2022-10-01,2189,69979598,,محمد بهاء الدين محمد ( مكافأه المستشار العمالى الشهرية ),,بنك مصر,1080,
2022-10-01,2189,69979598,,محمد بهاء الدين محمد ( مكافأه المستشار العمالى الشهرية ),,ضريبة كسب العمل,120,
2022-10-01,2190,69979599,,مركز تدريب النقابة العامة ( سلفة لعدم وجود رصيد بالمركز ),مركز التدريب,بنك مصر,50000,
2022-10-01,2191,69979600,,على كمال أحمد على ( شراء مستلزمات كمبيوتر ),مصروفات إدارية المقر الرئيسى,,1197,
2022-10-01,2191,69979600,,على كمال أحمد على ( شراء مستلزمات كمبيوتر ),,بنك مصر,1186.5,
2022-10-01,2191,69979600,,على كمال أحمد على ( شراء مستلزمات كمبيوتر ),,ضرائب الخصم والاضافة,10.5,
2022-10-01,2192,69979601,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),مصروفات إدارية المقر الرئيسى,بنك مصر,5002.5,
2022-10-01,2193,69979602,,محمد مصطفى عبد الباقى ( مشرف الفيوم ),مكاتب شئون العضوية,بنك مصر,100,
2022-10-01,2194,69979603,,اشرف ابراهيم السيد ( مكافأه الدكتور الشهرية ),مرتبات ومكافأة شاملة,,1200,
2022-10-01,2194,69979603,,اشرف ابراهيم السيد ( مكافأه الدكتور الشهرية ),,بنك مصر,1080,
2022-10-01,2194,69979603,,اشرف ابراهيم السيد ( مكافأه الدكتور الشهرية ),,ضريبة كسب العمل,120,
2022-10-01,2195,69979604,,ابراهيم عبد الله حسيب ( مكافأه مستشار الشئون القانونية  الشهرية ),مرتبات ومكافأة شاملة,,1965,
2022-10-01,2195,69979604,,ابراهيم عبد الله حسيب ( مكافأه مستشار الشئون القانونية  الشهرية ),,بنك مصر,1770,
2022-10-01,2195,69979604,,ابراهيم عبد الله حسيب ( مكافأه مستشار الشئون القانونية  الشهرية ),,ضريبة كسب العمل,195,
2022-10-01,2196,69979605,,محمد كرم عباس ( مكافأه مستشار الشئون القانونية  الشهرية ),مرتبات ومكافأة شاملة,,1965,
2022-10-01,2196,69979605,,محمد كرم عباس ( مكافأه مستشار الشئون القانونية  الشهرية ),,بنك مصر,1770,
2022-10-01,2196,69979605,,محمد كرم عباس ( مكافأه مستشار الشئون القانونية  الشهرية ),,ضريبة كسب العمل,195,
2022-10-01,2197,69979606,,محمد داود حسين ( مكافأه المستشار المالى  الشهرية ),مرتبات ومكافأة شاملة,,900,
2022-10-01,2197,69979606,,محمد داود حسين ( مكافأه المستشار المالى  الشهرية ),,بنك مصر,810,
2022-10-01,2197,69979606,,محمد داود حسين ( مكافأه المستشار المالى  الشهرية ),,ضريبة كسب العمل,90,
2022-10-01,2198,69979607,,صالح محمد نسيم ( مكافأه المستشار العمالى الشهرية ),مرتبات ومكافأة شاملة,,1000,
2022-10-01,2198,69979607,,صالح محمد نسيم ( مكافأه المستشار العمالى الشهرية ),,بنك مصر,900,
2022-10-01,2198,69979607,,صالح محمد نسيم ( مكافأه المستشار العمالى الشهرية ),,ضريبة كسب العمل,100,
2022-10-01,2199,69979608,,محمد  حسنى محمد التونى ( مكافأه المستشار الاعلامى الشهرية ),مرتبات ومكافأة شاملة,,1200,
2022-10-01,2199,69979608,,محمد  حسنى محمد التونى ( مكافأه المستشار الاعلامى الشهرية ),,بنك مصر,1080,
2022-10-01,2199,69979608,,محمد  حسنى محمد التونى ( مكافأه المستشار الاعلامى الشهرية ),,ضريبة كسب العمل,120,
2022-10-01,2200,69979609,,نبوية عاشور محمود  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2201,69979610,,هانم فؤاد حنفى ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,400,
2022-10-01,2202,69979612,,نجية محمد يحيى  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,450,
2022-10-01,2203,69979613,,سيدة زكى محمد  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,200,
2022-10-01,2204,69979614,,سعدية احمد محمد  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2205,69979615,,ماجدة عبد اللطيف عبد الله  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,200,
2022-10-01,2206,69979616,,سحر رمضان عبد المجيد ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2207,,,تسوية  طارق سيد على خلاف على عهدة لشراء اطارات السيارة التوسان,السيارة,,20023.8,
2022-10-01,2207,,,تسوية  طارق سيد على خلاف على عهدة لشراء اطارات السيارة التوسان,,مدينون متنوعون,20000,
2022-10-01,2207,,,تسوية  طارق سيد على خلاف على عهدة لشراء اطارات السيارة التوسان,,ضرائب الخصم والاضافة,23.8,
2022-10-01,2208,69979617,,ياسمين عبد المجيد اسماعيل ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2209,69979618,,فاطمة ابراهيم على ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2210,69979621,,فاطمة حنفى على ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,350,
2022-10-01,2211,69979622,,صلاح محمد عبد المقصود ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,75,
2022-10-01,2212,69979623,,السيد فرغلى السيد  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,300,
2022-10-01,2213,69979625,,شحات سلطان حسن  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,100,
2022-10-01,2214,69979627,,رحمة عبد الرحيم عبد العال ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,450,
2022-10-01,2215,69979628,,عبد الغفار احمد مصطفى ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,75,
2022-10-01,2216,69979630,,كوثر احمد عبده  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2217,69979631,,بسيونى عبد المطلب على   ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,50,
2022-10-01,2218,69979632,,امل محمد سليمان   ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,100,
2022-10-01,2219,69979634,,السيد فرغلى السيد  ( اعانة اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,300,
2022-10-01,2220,4600,,عصام ابو بكر حجاج ( بدلات اعضاء مجلس الادارة اكتوبر 2022 ),بدلات أعضاء مجلس الادارة,,14320,
2022-10-01,2220,4600,,عصام ابو بكر حجاج ( بدلات اعضاء مجلس الادارة اكتوبر 2022 ),,بنك العمال 1,12888,
2022-10-01,2220,4600,,عصام ابو بكر حجاج ( بدلات اعضاء مجلس الادارة اكتوبر 2022 ),,ضريبة كسب العمل,1432,
2022-10-01,2221,69979636,,السيد عبد المجيد محمد ( مصروفات مكتب كفر الشيخ ),مكاتب شئون العضوية,بنك مصر,2810,
2022-10-01,2222,69979637,,جهاز الخدمات العامة للقوات المسلحة ( جراج الجمهورية 4 سيارات ),السيارة,,4660,
2022-10-01,2222,69979637,,جهاز الخدمات العامة للقوات المسلحة ( جراج الجمهورية 4 سيارات ),,بنك مصر,4520.2,
2022-10-01,2222,69979637,,جهاز الخدمات العامة للقوات المسلحة ( جراج الجمهورية 4 سيارات ),,ضرائب الخصم والاضافة,139.8,
2022-10-01,2223,69979638,,جيهان موسى محمد الشجاعى محمد السجاعى محمد ( بدل سفر وانتقال ),مكاتب شئون العضوية,بنك مصر,350,
2022-10-01,2224,69979639,,جيهان موسى محمد الشجاعى محمد السجاعى محمد ( مصروفات مكتب مينا القمح ),مكاتب شئون العضوية,بنك مصر,5180,
2022-10-01,2225,69979640,,محمود احمد مكى ( مصروفات مكتب ارمنت - الاقصر ),مكاتب شئون العضوية,بنك مصر,5900,
2022-10-01,2226,69979641,,حنان عاطف محمود ( استعاضة الادوية ),مناسبات متنوعة,بنك مصر,2277.75,
2022-10-01,2227,69979642,,جوزيف فؤاد ايوب ( مصروفات السيارة الميكروباص + مكافأه ),السيارة,,2405,
2022-10-01,2227,69979642,,جوزيف فؤاد ايوب ( مصروفات السيارة الميكروباص + مكافأه ),مرتبات ومكافأة شاملة,,2000,
2022-10-01,2227,69979642,,جوزيف فؤاد ايوب ( مصروفات السيارة الميكروباص + مكافأه ),,بنك مصر,4205,
2022-10-01,2227,69979642,,جوزيف فؤاد ايوب ( مصروفات السيارة الميكروباص + مكافأه ),,ضريبة كسب العمل,200,
2022-10-01,2228,69979643,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),مصروفات إدارية المقر الرئيسى,,4998.5,
2022-10-01,2228,69979643,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),,بنك مصر,4993.5,
2022-10-01,2228,69979643,,عصام ابو بكر حجاج ( استعاضة المقر الرئيسى ),,ضريبة كسب العمل,5,
2022-10-01,2229,69979644,,حمدى عبد الرحمن صادق  ( اعانة سبتمبر + اكتوبر 2022 ),اعانات اجتماعية,بنك مصر,300,
2022-10-01,2230,69979645,,عماد الدين محمد مبروك ( تسوية عهدة احبار ),مصروفات إدارية المقر الرئيسى,,5771.5,
2022-10-01,2230,69979645,,عماد الدين محمد مبروك ( تسوية عهدة احبار ),,بنك مصر,221.75,
2022-10-01,2230,69979645,,عماد الدين محمد مبروك ( تسوية عهدة احبار ),,مدينون متنوعون,5500,
2022-10-01,2230,69979645,,عماد الدين محمد مبروك ( تسوية عهدة احبار ),,ضرائب الخصم والاضافة,49.75,
2022-10-01,2231,69979646,,عماد الدين محمد مبروك ( شراء احبار طبقاً للفاتورة المرفقة),مصروفات إدارية المقر الرئيسى,,4083,
2022-10-01,2231,69979646,,عماد الدين محمد مبروك ( شراء احبار طبقاً للفاتورة المرفقة),,بنك مصر,4048.5,
2022-10-01,2231,69979646,,عماد الدين محمد مبروك ( شراء احبار طبقاً للفاتورة المرفقة),,ضرائب الخصم والاضافة,34.5,
2022-10-01,2232,69979647,,جميل عبد الهادى ابو سعده ( مصروفات مكتب منوف اكتوبر 2022 ),مكاتب شئون العضوية,بنك مصر,750,
2022-10-01,2233,4601,,بنك التمية الصناعية ( اقساط قروض العاملين شهر سبتمبر + اكتوبر 2022 ),أقساط قروض بنك التنمية لبعض العاملين,بنك العمال 1,49542.44,
2022-10-01,2234,4602,,شركة مياه الشرب والصرف الصحى بجمصة من 2020/7 الى 2022/10 ),مصروفات مصيف جمصة,بنك العمال 1,48119.39,
2022-10-01,2235,4809,,حصة لجنة شركة المقاولون العرب القاهرة عن اشتركات شهر مارس 2022,حصص اللجان النقابية بالشركات من الاشتركات,بنك العمال 1,81533,
2022-10-01,2236,4811,,حصة لجنة شركة المقاولون العرب القاهرة عن اشتركات شهر ابريل 2022,حصص اللجان النقابية بالشركات من الاشتركات,بنك العمال 1,81333,
